id,tags,quote,author
356933,"['christians', 'civil-society', 'conflict', 'defend-international', 'human-rights', 'inspirational', 'kobane', 'kurds', 'peace', 'rape', 'slavery-quotes', 'violence-against-women', 'war', 'widad-akrawi', 'yazidis']", WILL FOLLOW ANYONEAND THANK EVERYONEWHO TRIES TO MAKEA DIFFERENCE IN THE LIVESOF VULNERABLE CIVILIAN,Widad Akreyi
200372,['magic'],"At home I walked through a haze of belongings that knew, at least vaguely, who they belonged to. Grampar’s chair resented anyone else sitting on it as much as he did himself. Gramma’s shirts and jumpers adjusted themselves to hide her missing breast. My mother’s shoes positively vibrated with consciousness. Our toys looked out for us. There was a potato knife in the kitchen that Gramma couldn’t use. It was an ordinary enough brown-handled thing, but she’d cut herself with it once, and ever after it wanted more of her blood. If I rummaged through the kitchen drawer, I could feel it brooding. After she died, that faded. Then there were the coffee spoons, rarely used, tiny, a wedding present. They were made of silver, and they knew themselves superior to everything else and special.None of these things did anything. The coffee spoons didn’t stir the coffee without being held or anything. They didn’t have conversations with the sugar tongs about who was the most cherished. I suppose what they really did was physiological. They confirmed the past, they connected everything, they were threads in a tapestry.","Jo Walton, Among Others"
27813,"['animals', 'bloodsuckers', 'dates', 'dogs', 'exterminators', 'fleas', 'funny', 'humor', 'humour', 'pass-the-fleas-please', 'pests', 'pets', 'puppies', 'romance', 'romance-gone-wrong', 'romantic-evening', 'weird']","Finally, Charlie gave up the hunt and placed (the puppy) back on the floor, dispatching fleas was not his idea of a romantic evening, unless you happened to be a twisted exterminator, he thought.","E.A. Bucchianeri, Brushstrokes of a Gadfly"
478957,"['Night', 'Through', 'You']",'m for whatever gets you through the night,Frank Sinatra
390576,"['love', 'soulmates']","Before I saw you, I hadn’t cared for anyone for . . . well, for the good part of a century, and it felt like my heart had been permanently disconnected. I wasn’t even looking anymore. And without expecting anything . . . without any hope at all, suddenly you were here.","Amy Plum, Until I Die"
389791,"['bliss', 'death', 'voltaire']","Hast thou found out, Voltaire, that it is bliss to die, And does thy hideous smile over thy bleached bones fly?",Alfred de Musset
97888,"['art', 'business', 'entertainment', 'humor']",ntertainment is business: the business of fucking art in the face,"Eugene Mirman, The Will to Whatevs: A Guide to Modern Life"
48103,"['12-rules-for-success', 'allegorical', 'enhanced-performance', 'inspirational', 'life-changing', 'life-coaching', 'mind-body-spirit', 'motivational', 'new-thought', 'olympic', 'olympic-story', 'olympics', 'positivity', 'self-help', 'self-help-book', 'spiritual-story', 'steve-backley', 'success', 'success-coaching', 'the-champion-in-all-of-us']","If not you, who?","Steve Backley, The Champion in all of Us: 12 Rules for Success"
383134,"['eq', 'humanism', 'leadership', 'nucleus', 'women']","SILENCE does not always mean 'NEUTRALITY'! Sometimes, it may mean 'consenting' to a wrong, sometimes it may mean 'condoning' a mistake and sometimes it may mean giving space to the wrong doer....SOMETIMES, we need to get up and FIGHT!","Abha Maryada Banerjee, Nucleus: Power Women: Lead from the Core"
379501,['harry-potter'],'m going to keep going until I succeed — or die. Don't think I don't know how this might end. I've known it for years,"J.K. Rowling, Harry Potter and the Deathly Hallows"
87860,"['japan', 'romance-scams', 'women']","Immobilized in marriage, since long ago, she was taken as rightful property under wedlock. As a side note, I am urged to comment, the curious nature of these terms property and wed-lock; as if doomed to be firmly kept under latch and key, a padlocked yard? Pastures lain fallow occasionally?","Lotte Roy, Lotus-eating Japan: Who is this man I hardly know?"
46664,"['choices-and-consequences', 'death', 'decisions', 'knowledge', 'life', 'logical-thinking', 'sacrifice', 'save', 'thoughts-of-the-mind']","If I knew how and where to sacrifice myself, I must know how and where to save myself.","Melita Tessy, Battle of the Spheres: Crust, Mantle and Core"
486953,"['Know', 'Move', 'You']", don't know how you can move out of one's socioeconomic category if you don't have education,Soledad O'Brien
424694,"['augustus-waters', 'cancer', 'death', 'john-green']","According to the conventions of the genre, Augustus Waters kept his sense of humor till the end, did not for a moment waiver in his courage, and his spirit soared like an indomitable eagle until the world itself could not contain his joyous soul.","John Green, The Fault in Our Stars"
359331,['sun'],"In the future, man will be able to create an artificial Sun which is very similar to the Sun in the sky that was once upon a time worshipped as a god!",Mehmet Murat ildan
261358,"['character', 'writing']",haracters are the lifeblood of anygood book,"Craig Hart, The Writer's Tune-up Manual: 35 Exercises That Will Scrape the Rust Off Your Writing"
40511,"['emotional', 'inspirational', 'writing']",riting is the emotional morphine,Mariam Maarouf
9688,"['ego', 'ferro', 'harry-dresden', 'humor', 'sarcasm']","I don't know about your true form, but the weight of your ego sure is pushing the crust of the earth toward the breaking point.","Jim Butcher, Grave Peril"
133037,"['catching-fire', 'haymitch', 'katniss', 'love', 'peeta', 'quote', 'real']","I thought he wanted it, anyway,"""" I say. """"Not like this,"""" Haymitch says. """"He wanted it to be real.","Suzanne Collins, Catching Fire"
11777,['philosophy'],here are no free lunches in philosophy any more than in real life,"Jaegwon Kim, Mind in a Physical World: An Essay on the Mind-Body Problem and Mental Causation"
15784,"['change', 'time', 'truth']","What is true today may be false tomorrow, and true again the day after tomorrow.",Marty Rubin
182686,"['loss', 'love']","We treat what’s lost, what could have never been, what we could have never dreamed of, again. We treat it like heirlooms for it is so precious. For we know it can be lost, again.","Kevin Focke, Bandorv: The Broken & Rotten"
303080,"['anti-blackness', 'blackness', 'marxism', 'orlando-patterson', 'race', 'racism', 'social-death', 'white-supremacy']","If we are to be honest with ourselves, we must admit that the """"Negro"""" has been inviting whites, as well as civil society's junior partners, to the dance of social death for hundreds of years, but few have wanted to learn the steps. They have been, and remain today - even in the most anti-racist movements, like the prison abolition movement - invested elsewhere. This is not to say that all oppositional political desire today is pro-white, but it is usually anti-Black, meaning it will not dance with death.",Frank B. Wilderson III
372774,"['questions', 'unanswered', 'wondering']",y heart stutters—not why? or how?—those are not the important questions. The really important question is: by whom,"Beth Revis, The Body Electric"
217412,"['desire', 'in-love', 'love']","Now, I'm not going to deny that I was aware of your beauty. But the point is, this has nothing to do with your beauty. As I got to know you, I began to realise that beauty was the least of your qualities. I became fascinated by your goodness. I was drawn in by it. I didn't understand what was happening to me. And it was only when I began to feel actual, physical pain every time you left the room that it finally dawned on me: I was in love, for the first time in my life. I knew it was hopeless, but that didn't matter to me. And it's not that I want to have you. All I want is to deserve you. Tell me what to do. Show me how to behave. I'll do anything you say.","Pierre-Ambroise Choderlos de Laclos, Les Liaisons dangereuses"
465755,"['Fighting', 'Freedom', 'Greatest']","The terrorists are fighting freedom with all their cunning and cruelty because freedom is their greatest fear - and they should be afraid, because freedom is on the march.",George W. Bush
207295,"['jamie', 'loneliness', 'solitude']","Jamie enjoyed solitude, but loneliness was a constant ache.","Sidney Sheldon, Master of the Game"
382798,"['beatles', 'paul-is-undead', 'zombies']","I said to him, """"State your business, mortal!"""" There was no need for me to call him """"mortal"""" or to speak like a sixteenth-century knight. It just sounded cool.","Alan Goldsher, Paul Is Undead: The British Zombie Invasion"
274643,"['home', 'love', 'selfishness']","Love is always ready to deny itself, to give, sacrifice, just in the measure of its sincerity and intensity. Perfect love is perfect self-forgetfulness. Hence where there is love in a home, unselfishness is the law. Each forgets self and lives for others.But where there is selfishness it mars joy. One selfish soul will destroy the sweetness of life in any home. It is like an ugly bush in the midst of a garden of flowers. It was selfishness that destroyed the first home and blighted all the loveliness of Paradise; and it has been blighting lovely things in earth's home ever since. We need to guard against this spirit.",J.R.    Miller
289446,"['america', 'change', 'democracy', 'mobilizing', 'politics', 'powerlessness', 'united-states']",owerlessness can be a self-fulfilling prophesy. There is much that is wrong with America. But it will only be made right only if we force change to occur,Robert B. Reich
